web_pages,state-province,domains,country,name,alpha_two_code
['http://www.nuis.ac.jp/'],,['nuis.ac.jp'],Japan,Niigata University of International and Information Studies,JP
['http://www.nvau.ac.jp/'],,['nvau.ac.jp'],Japan,Nippon Veterinary and Animalscience University,JP
['http://www.obihiro.ac.jp/'],,['obihiro.ac.jp'],Japan,Obihiro University of Agriculture and Veterinary Medicine,JP
['http://www.obirin.ac.jp/'],,['obirin.ac.jp'],Japan,Obirin University,JP
['http://www.ocha.ac.jp/'],,['ocha.ac.jp'],Japan,Ochanomizu Women's University,JP
['http://www.ohkagakuen-u.ac.jp/'],,['ohkagakuen-u.ac.jp'],Japan,Ohka Gakuen University,JP
['http://www.ohtani-w.ac.jp/'],,['ohtani-w.ac.jp'],Japan,Ohtani Women's University,JP
['http://www.ohu-u.ac.jp/'],,['ohu-u.ac.jp'],Japan,Ohu University,JP
['https://www.oist.jp/'],,['oist.jp'],Japan,Okinawa Institute of Science and Technology,JP
['http://www.oit.ac.jp/'],,['oit.ac.jp'],Japan,Osaka Institute of Technology,JP
['http://www.oita-med.ac.jp/'],,['oita-med.ac.jp'],Japan,Oita Medical University,JP
['http://www.oita-nhs.ac.jp/'],,['oita-nhs.ac.jp'],Japan,Oita University of Nursing and Health Sciences,JP
['http://www.oita-u.ac.jp/'],,['oita-u.ac.jp'],Japan,Oita University,JP
['http://www.oiu.oiu.ac.jp/'],,['oiu.oiu.ac.jp'],Japan,Osaka International University,JP
['http://www.oiuw.oiu.ac.jp/'],,['oiuw.oiu.ac.jp'],Japan,Osaka International University for Women,JP
['http://www.oka-pu.ac.jp/'],,['oka-pu.ac.jp'],Japan,Okayama Prefectural University,JP
['http://www.okayama-u.ac.jp/'],,['okayama-u.ac.jp'],Japan,Okayama University,JP
['http://www.okigei.ac.jp/'],,['okigei.ac.jp'],Japan,Okinawa Prefectural University of Fine Arts,JP
['http://www.okinawa-u.ac.jp/'],,['okinawa-u.ac.jp'],Japan,Okinawa University,JP
['http://www.okiu.ac.jp/'],,['okiu.ac.jp'],Japan,Okinawa International University,JP
['http://www.osakac.ac.jp/'],,"['osakac.ac.jp', 'oecu.jp']",Japan,Osaka Electro-Communication University,JP
['http://www.osaka-cu.ac.jp/'],,['osaka-cu.ac.jp'],Japan,Osaka City University,JP
['http://www.osaka-dent.ac.jp/'],,['osaka-dent.ac.jp'],Japan,Osaka Dental University,JP
['http://www.osakafu-u.ac.jp/'],,['osakafu-u.ac.jp'],Japan,Osaka Prefectural University,JP
['http://www.osaka-gaidai.ac.jp/'],,['osaka-gaidai.ac.jp'],Japan,Osaka University of Foreign Studies,JP
['http://www.osaka-geidai.ac.jp/'],,['osaka-geidai.ac.jp'],Japan,Osaka University of Arts,JP
['http://www.osaka-gu.ac.jp/'],,['osaka-gu.ac.jp'],Japan,Osaka Gakuin University,JP
['http://www.osaka-kyoiku.ac.jp/'],,['osaka-kyoiku.ac.jp'],Japan,Osaka University of Education,JP
['http://www.osaka-med.ac.jp/'],,['osaka-med.ac.jp'],Japan,Osaka Medical College,JP
['http://www.osaka-sandai.ac.jp/'],,['osaka-sandai.ac.jp'],Japan,Osaka Sangyo University,JP
['http://www.osaka-shoin.ac.jp/'],,['osaka-shoin.ac.jp'],Japan,Osaka Shoin Women's College,JP
['http://www.osaka-u.ac.jp/'],,['osaka-u.ac.jp'],Japan,Osaka University,JP
['http://www.osaka-ue.ac.jp/'],,['osaka-ue.ac.jp'],Japan,Osaka University of Economics,JP
['http://www.osaka-wu.ac.jp/'],,['osaka-wu.ac.jp'],Japan,Osaka Women's University,JP
['http://www.osu.ac.jp/'],,['osu.ac.jp'],Japan,Okayama Shoka University,JP
['http://www.otani.ac.jp/'],,['otani.ac.jp'],Japan,Otani University,JP
['http://www.otaru-uc.ac.jp/'],,['otaru-uc.ac.jp'],Japan,Otaru University of Commerce,JP
['http://www.otemae.ac.jp/'],,['otemae.ac.jp'],Japan,Otemae University,JP
['http://www.otemon.ac.jp/'],,['otemon.ac.jp'],Japan,Otemon Gakuin University,JP
['http://www.otsuma.ac.jp/'],,['otsuma.ac.jp'],Japan,Otsuma Women's University,JP
['http://www.ouhs.ac.jp/'],,['ouhs.ac.jp'],Japan,Osaka University of Health and Sport Sciences,JP
['http://www.oups.ac.jp/'],,['oups.ac.jp'],Japan,Osaka University of Pharmaceutical Sciences,JP
['http://www.ous.ac.jp/'],,['ous.ac.jp'],Japan,Okayama University of Science,JP
['http://www.poole.ac.jp/'],,['poole.ac.jp'],Japan,Poole Gakuin University,JP
['http://www.pu-kumamoto.ac.jp/'],,['pu-kumamoto.ac.jp'],Japan,Kumamoto Prefectural University,JP
['http://www.pu-toyama.ac.jp/'],,['pu-toyama.ac.jp'],Japan,Toyama Prefectural University,JP
['http://www.rakuno.ac.jp/'],,['rakuno.ac.jp'],Japan,Rakuno Gakuen University,JP
['http://www.redcross.ac.jp/'],,['redcross.ac.jp'],Japan,Japanese Red Cross College of Nursing,JP
['http://www.reitaku-u.ac.jp/'],,['reitaku-u.ac.jp'],Japan,Reitaku University,JP
['http://www.rikkyo.ac.jp/'],,['rikkyo.ac.jp'],Japan,Rikkyo University (St. Paul's University),JP
['http://www.ris.ac.jp/'],,['ris.ac.jp'],Japan,Rissho University,JP
['http://www.ritsumei.ac.jp/'],,['ritsumei.ac.jp'],Japan,Ritsumeikan University,JP
['http://www.rku.ac.jp/'],,['rku.ac.jp'],Japan,Ryutsu Keizai University,JP
['http://www.ryukoku.ac.jp/'],,['ryukoku.ac.jp'],Japan,Ryukoku University,JP
['http://www.saga-med.ac.jp/'],,['saga-med.ac.jp'],Japan,Saga Medical School,JP
['http://www.sagami-wu.ac.jp/'],,['sagami-wu.ac.jp'],Japan,Sagami Women's University,JP
['http://www.saga-u.ac.jp/'],,['saga-u.ac.jp'],Japan,Saga University,JP
['http://www.saitama-med.ac.jp/'],,['saitama-med.ac.jp'],Japan,Saitama Medical School,JP
['http://www.saitama-u.ac.jp/'],,['saitama-u.ac.jp'],Japan,Saitama University,JP
['http://www.sakushin-u.ac.jp/'],,['sakushin-u.ac.jp'],Japan,Sakushin Gakuin University,JP
['http://www.sanno.ac.jp/'],,['sanno.ac.jp'],Japan,Sanno University,JP
['http://www.sapmed.ac.jp/'],,['sapmed.ac.jp'],Japan,Sapporo Medical University,JP
['http://www.sapporo-u.ac.jp/'],,['sapporo-u.ac.jp'],Japan,Sapporo University,JP
['http://www.seian.ac.jp/'],,['seian.ac.jp'],Japan,Seian University of Art & Design,JP
['http://www.seigakuin-univ.ac.jp/'],,['seigakuin-univ.ac.jp'],Japan,Seigakuin University,JP
['http://www.seijo.ac.jp/'],,['seijo.ac.jp'],Japan,Seijo University,JP
['http://www.seikei.ac.jp/'],,['seikei.ac.jp'],Japan,Seikei University,JP
['http://www.seinan-gu.ac.jp/'],,['seinan-gu.ac.jp'],Japan,Seinan Gakuin University,JP
['http://www.seisen-u.ac.jp/'],,['seisen-u.ac.jp'],Japan,Seisen University,JP
['http://www.seiwa-u.ac.jp/'],,['seiwa-u.ac.jp'],Japan,Seiwa College,JP
['http://www.sendaidaigaku.jp/'],,['sendaidaigaku.jp'],Japan,Sendai University,JP
['http://www.senshu-u.ac.jp/'],,['senshu-u.ac.jp'],Japan,Senshu University,JP
['http://www.senzoku.ac.jp/'],,['senzoku.ac.jp'],Japan,Senzoku Gakuen College,JP
['http://www.setsunan.ac.jp/'],,['setsunan.ac.jp'],Japan,Setsunan University,JP
['http://www.sgu.ac.jp/'],,['sgu.ac.jp'],Japan,Sapporo Gakuin University,JP
['http://www.sg-u.ac.jp/'],,['sg-u.ac.jp'],Japan,Shikoku Christian College,JP
['http://www.sguc.ac.jp/'],,['sguc.ac.jp'],Japan,Sanyo Gakuen University,JP
['http://www.shakaijigyo.ac.jp/'],,['shakaijigyo.ac.jp'],Japan,Japan College of Social Work,JP
['http://www.shibaura-it.ac.jp/'],,['shibaura-it.ac.jp'],Japan,Shibaura Institute of Technology,JP
['http://www.shiga-med.ac.jp/'],,['shiga-med.ac.jp'],Japan,Shiga University of Medical Science,JP
['http://www.shiga-u.ac.jp/'],,['shiga-u.ac.jp'],Japan,Shiga University,JP
['http://www.shikoku-u.ac.jp/'],,['shikoku-u.ac.jp'],Japan,Shikoku University,JP
['http://www.shimane-med.ac.jp/'],,['shimane-med.ac.jp'],Japan,"Shimane University, Faculty of Medicine",JP
['http://www.shimane-u.ac.jp/'],,['shimane-u.ac.jp'],Japan,Shimane University,JP
['http://www.shimonoseki-cu.ac.jp/'],,['shimonoseki-cu.ac.jp'],Japan,Shimonoseki City University,JP
['http://www.shinshu-u.ac.jp/'],,['shinshu-u.ac.jp'],Japan,Shinshu University,JP
['http://www.shirayuri.ac.jp/'],,['shirayuri.ac.jp'],Japan,Shirayuri Women's College,JP
['http://www.shitennoji.ac.jp/'],,['shitennoji.ac.jp'],Japan,International Buddhist University,JP
['http://www.shizuoka.ac.jp/'],,['shizuoka.ac.jp'],Japan,Shizuoka University,JP
['http://www.shodai.ac.jp/'],,['shodai.ac.jp'],Japan,Yokohama College of Commerce,JP
['http://www.shoin.ac.jp/'],,['shoin.ac.jp'],Japan,Kobe Shoin Women's University,JP
['http://www.shokei-gakuen.ac.jp/shokeicol/'],,['shokei-gakuen.ac.jp'],Japan,Shokei College,JP
['http://www.shonan-it.ac.jp/'],,['shonan-it.ac.jp'],Japan,Shonan Institute of Technology,JP
['http://www.shotoku.ac.jp/'],,['shotoku.ac.jp'],Japan,Gifu Shotoku Gakuen University,JP
['http://www.showa-u.ac.jp/'],,['showa-u.ac.jp'],Japan,Showa University,JP
['http://www.shoyaku.ac.jp/'],,['shoyaku.ac.jp'],Japan,Showa College of Pharmaceutical Sciences,JP
['http://www.shuchiin.ac.jp/'],,['shuchiin.ac.jp'],Japan,Shuchiin College,JP
['http://www.shudo-u.ac.jp/'],,['shudo-u.ac.jp'],Japan,Hiroshima Shudo University,JP
['http://www.shujitsu.ac.jp/'],,['shujitsu.ac.jp'],Japan,Shujitsu Women's University,JP
['http://www.shukutoku.ac.jp/'],,['shukutoku.ac.jp'],Japan,Shukutoku University,JP
['http://www.shumei-u.ac.jp/'],,['shumei-u.ac.jp'],Japan,Shumei University,JP
['http://www.sit.ac.jp/'],,['sit.ac.jp'],Japan,Saitama Institute of Technology,JP
['http://www.siu.ac.jp/'],,['siu.ac.jp'],Japan,Sapporo International University,JP
['http://www.slcn.ac.jp/'],,['slcn.ac.jp'],Japan,St. Luke' s College of Nursing,JP
['http://www.soai.ac.jp/'],,['soai.ac.jp'],Japan,Soai University,JP
['http://www.soka.ac.jp/'],,['soka.ac.jp'],Japan,Soka University,JP
['http://www.soken.ac.jp/'],,['soken.ac.jp'],Japan,Graduate University for Advanced Studies,JP
['http://www.sonoda-u.ac.jp/'],,['sonoda-u.ac.jp'],Japan,Sonoda Women's University,JP
['http://www.sophia.ac.jp/'],,['sophia.ac.jp'],Japan,Sophia University,JP
['http://www.spu.ac.jp/'],,['spu.ac.jp'],Japan,Saitama Prefectural University,JP
['http://www.ssu.ac.jp/'],,['ssu.ac.jp'],Japan,Shizuoka Sangyo University,JP
['http://www.sugino.ac.jp/daiindex.html'],,['sugino.ac.jp'],Japan,Sugino Women's College,JP
['http://www.sugiyama-u.ac.jp/'],,['sugiyama-u.ac.jp'],Japan,Sugiyama Jogakuen University,JP
['http://www.suma.kobe-wu.ac.jp/'],,['suma.kobe-wu.ac.jp'],Japan,Kobe Women's University,JP
['http://www.sun.ac.jp/'],,['sun.ac.jp'],Japan,Siebold University of Nagasaki,JP
['http://www.surugadai.ac.jp/'],,['surugadai.ac.jp'],Japan,Surugadai University,JP
['http://www.sut.ac.jp/'],,['sut.ac.jp'],Japan,Science University of Tokyo,JP
['http://www.suzuka-iu.ac.jp/'],,['suzuka-iu.ac.jp'],Japan,Suzuka International University,JP
['http://www.suzuka-u.ac.jp/'],,['suzuka-u.ac.jp'],Japan,Suzuka University of Medical Science,JP
['http://www.swu.ac.jp/'],,['swu.ac.jp'],Japan,Showa Women's University,JP
['http://www.tachibana-u.ac.jp/'],,['tachibana-u.ac.jp'],Japan,Kyoto Tachibana Women's University,JP
['http://www.tais.ac.jp/'],,['tais.ac.jp'],Japan,Taisho University,JP
['http://www.takachiho.ac.jp/'],,['takachiho.ac.jp'],Japan,Takachiho University,JP
['http://www.takamatsu-u.ac.jp/'],,['takamatsu-u.ac.jp'],Japan,Takamatsu University,JP
['http://www.takara-univ.ac.jp/'],,['takara-univ.ac.jp'],Japan,Takarazuka University of Art and Design,JP
['http://www.takushoku-u.ac.jp/'],,['takushoku-u.ac.jp'],Japan,Takushoku University,JP
['http://www.tamabi.ac.jp/'],,['tamabi.ac.jp'],Japan,Tama Art University,JP
['http://www.tamagawa.ac.jp/'],,['tamagawa.ac.jp'],Japan,Tamagawa University,JP
['http://www.tbgu.ac.jp/'],,['tbgu.ac.jp'],Japan,Tohoku Bunka Gakuen University,JP
['http://www.tcue.ac.jp/'],,['tcue.ac.jp'],Japan,Takasaki City University of Economics,JP
['http://www.tdc.ac.jp/'],,['tdc.ac.jp'],Japan,Tokyo Dental College,JP
['http://www.teikyo-u.ac.jp/'],,['teikyo-u.ac.jp'],Japan,Teikyo Heisei University,JP
['http://www.tenri-u.ac.jp/'],,['tenri-u.ac.jp'],Japan,Tenri University,JP
['http://www.termnet.co.jp/fujidai/'],,['termnet.co.jp'],Japan,Fuji University,JP
['http://www.teu.ac.jp/'],,['teu.ac.jp'],Japan,Tokyo Engineering University,JP
['http://www.tezuka-gu.ac.jp/'],,['tezuka-gu.ac.jp'],Japan,Tezukayama Gakuin University,JP
['http://www.tezukayama-u.ac.jp/'],,['tezukayama-u.ac.jp'],Japan,Tezukayama University,JP
['http://www.tfu.ac.jp/'],,['tfu.ac.jp'],Japan,Tohoku Fukushi University,JP
['http://www.timis.ac.jp/'],,['timis.ac.jp'],Japan,Tama Institute of Management and Information Sciences,JP
['http://www.titech.ac.jp/'],,['titech.ac.jp'],Japan,Tokyo Institute of Technology,JP
['http://www.tiu.ac.jp/'],,['tiu.ac.jp'],Japan,Tokyo International University,JP
['http://www.t-komazawa.ac.jp/'],,['t-komazawa.ac.jp'],Japan,Tomakomai Komazawa University,JP
['http://www.t-kougei.ac.jp/'],,['t-kougei.ac.jp'],Japan,Tokyo Institute of Polytechnics,JP
['http://www.tku.ac.jp/'],,['tku.ac.jp'],Japan,Tokyo Keizai University,JP
['http://www.tmd.ac.jp/'],,['tmd.ac.jp'],Japan,Tokyo Medical and Dental University,JP
['http://www.tmit.ac.jp/'],,['tmit.ac.jp'],Japan,Tokyo Metropolitan Institute of Technology,JP
['http://www.tohoku.ac.jp/'],,['tohoku.ac.jp'],Japan,Tohoku University,JP
['http://www.tohoku-gakuin.ac.jp/'],,['tohoku-gakuin.ac.jp'],Japan,Tohoku Gakuin University,JP
['http://www.tohoku-pharm.ac.jp/'],,['tohoku-pharm.ac.jp'],Japan,Tohoku College of Pharmacy,JP
['http://www.toho-music.ac.jp/'],,['toho-music.ac.jp'],Japan,Toho College of Music,JP
['http://www.tohomusic.ac.jp/'],,['tohomusic.ac.jp'],Japan,Toho Gakuen School of Music,JP
['http://www.toho-u.ac.jp/'],,['toho-u.ac.jp'],Japan,Toho University,JP
['http://www.tohtech.ac.jp'],,['tohtech.ac.jp'],Japan,Tohoku Institute of Technology,JP
['http://www.tohwa-u.ac.jp/'],,['tohwa-u.ac.jp'],Japan,Tohwa University,JP
['http://www.toin.ac.jp/'],,['toin.ac.jp'],Japan,Toin University of Yokohama,JP
['http://www.tojo.ac.jp/'],,['tojo.ac.jp'],Japan,Tohoku Women's College,JP
['http://www.tokai.ac.jp/'],,['tokai.ac.jp'],Japan,Tokai University Educational System,JP
['http://www.tokaigakuen-u.ac.jp/'],,['tokaigakuen-u.ac.jp'],Japan,Tokai Gakuen University,JP
['http://www.tokaijoshi-u.ac.jp/'],,['tokaijoshi-u.ac.jp'],Japan,Tokai Women's College,JP
['http://www.tokiwa.ac.jp/'],,['tokiwa.ac.jp'],Japan,Tokiwa University,JP
['http://www.tokoha-u.ac.jp/'],,['tokoha-u.ac.jp'],Japan,Tokoha Gakuen University,JP
['http://www.tokushima-u.ac.jp/'],,['tokushima-u.ac.jp'],Japan,Tokushima University,JP
['http://www.tokuyama-u.ac.jp/'],,['tokuyama-u.ac.jp'],Japan,Tokuyama University,JP
['http://www.tokyo-kasei.ac.jp/'],,['tokyo-kasei.ac.jp'],Japan,Tokyo Kasei University,JP
['http://www.tokyo-med.ac.jp/'],,['tokyo-med.ac.jp'],Japan,Tokyo Medical College,JP
['http://www.tokyo-ondai.ac.jp/'],,['tokyo-ondai.ac.jp'],Japan,Tokyo College of Music,JP
['http://www.tokyo-u-fish.ac.jp/'],,['tokyo-u-fish.ac.jp'],Japan,Tokyo University of Fisheries,JP
['http://www.tonichi-kokusai-u.ac.jp/'],,['tonichi-kokusai-u.ac.jp'],Japan,Higashi Nippon International University,JP
['http://www.tosho-u.ac.jp/'],,['tosho-u.ac.jp'],Japan,Tokyo University of Mercantile Marine,JP
['http://www.tottori-u.ac.jp/'],,['tottori-u.ac.jp'],Japan,Tottori University,JP
['http://www.toua-u.ac.jp/'],,['toua-u.ac.jp'],Japan,University of East Asia,JP
['http://www.toyaku.ac.jp/'],,['toyaku.ac.jp'],Japan,Tokyo University of Pharmacy and Life Science,JP
['http://www.toyama-mpu.ac.jp/'],,['toyama-mpu.ac.jp'],Japan,Toyama Medical and Pharmaceutical University,JP
['http://www.toyama-u.ac.jp/'],,['toyama-u.ac.jp'],Japan,Toyama University,JP
['http://www.toyo.ac.jp/'],,['toyo.ac.jp'],Japan,Toyo University,JP
['http://www.toyoeiwa.ac.jp/'],,['toyoeiwa.ac.jp'],Japan,Toyo Eiwa Women's University,JP
['http://www.toyogakuen-u.ac.jp/'],,['toyogakuen-u.ac.jp'],Japan,Toyo Gakuen University,JP
['http://www.toyota-ti.ac.jp/'],,['toyota-ti.ac.jp'],Japan,Toyota Technological Institute,JP
['http://www.tsuda.ac.jp/'],,['tsuda.ac.jp'],Japan,Tsuda College,JP
['http://www.tsukuba.ac.jp/'],,['tsukuba.ac.jp'],Japan,Tsukuba University,JP
['http://www.tsuru.ac.jp/'],,['tsuru.ac.jp'],Japan,Tsuru University,JP
['http://www.tsurumi-u.ac.jp/'],,['tsurumi-u.ac.jp'],Japan,Tsurumi University,JP
['http://www.tuad.ac.jp/'],,['tuad.ac.jp'],Japan,Tohoku University of Art and Design,JP
['http://www.tuat.ac.jp/'],,['tuat.ac.jp'],Japan,Tokyo University of Agriculture and Technology,JP
['http://www.tufs.ac.jp/'],,['tufs.ac.jp'],Japan,Tokyo University of Foreign Studies,JP
['http://www.tuins.ac.jp/'],,['tuins.ac.jp'],Japan,Toyama University of International Studies,JP
['http://www.tuis.ac.jp/'],,['tuis.ac.jp'],Japan,Tokyo University of Information Sciences,JP
['http://www.tuj.ac.jp/'],,['tuj.ac.jp'],Japan,Temple University Japan,JP
['http://www.tut.ac.jp/'],,['tut.ac.jp'],Japan,Toyohashi University of Technology,JP
['http://www.twcpe.ac.jp/'],,['twcpe.ac.jp'],Japan,Tokyo Women's College of Physical Education,JP
['http://www.twcu.ac.jp/'],,['twcu.ac.jp'],Japan,Tokyo Woman's Christian University,JP
['http://www.twmu.ac.jp/'],,['twmu.ac.jp'],Japan,Tokyo Women's Medial College,JP
['http://www.u-air.ac.jp/'],,['u-air.ac.jp'],Japan,University of the Air,JP
['http://www.u-aizu.ac.jp/'],,['u-aizu.ac.jp'],Japan,University of Aizu,JP
['http://www.u-bunkyo.ac.jp/'],,['u-bunkyo.ac.jp'],Japan,University of Bunkyo,JP
['http://www.uec.ac.jp/'],,['uec.ac.jp'],Japan,University of Electro-Communications,JP
['http://www.uenogakuen.ac.jp/'],,['uenogakuen.ac.jp'],Japan,Ueno Gakuen College,JP
['http://www.u-gakugei.ac.jp/'],,['u-gakugei.ac.jp'],Japan,Tokyo Gakugei University,JP
['http://www.uitec.ac.jp/'],,['uitec.ac.jp'],Japan,Polytechnic University,JP
['http://www.u-keiai.ac.jp/'],,['u-keiai.ac.jp'],Japan,Keiai University,JP
['http://www.umds.ac.jp/'],,['umds.ac.jp'],Japan,University of Marketing and Distribution Sciences,JP
['http://www.unu.edu/'],,['unu.edu'],Japan,United Nations University,JP
['http://www.uoeh-u.ac.jp/'],,['uoeh-u.ac.jp'],Japan,"University of Occupational and Environmental Health, Japan",JP
['http://www.u-ryukyu.ac.jp/'],,['u-ryukyu.ac.jp'],Japan,University of the Ryukyus,JP
['http://www.u-sacred-heart.ac.jp/'],,['u-sacred-heart.ac.jp'],Japan,University of the Sacred Heart Tokyo,JP
['http://www.u-shizuoka-ken.ac.jp/'],,['u-shizuoka-ken.ac.jp'],Japan,Shizuoka Prefectural University,JP
['http://www.usp.ac.jp/'],,['usp.ac.jp'],Japan,University of Shiga Prefecture,JP
['https://www.pref.shiga.lg.jp/nougicenter/'],Shiga,['pref.shiga.lg.jp'],Japan,Shiga Prefecture Agricultural Technology Promotion Center,JP
['http://www.u-tokai.ac.jp/'],,['u-tokai.ac.jp'],Japan,Hokkaido Tokai University,JP
['http://www.u-tokyo.ac.jp/'],,['u-tokyo.ac.jp'],Japan,University of Tokyo,JP
['http://www.utsunomiya-u.ac.jp/'],,['utsunomiya-u.ac.jp'],Japan,Utsunomiya University,JP
['http://www.wakayama-med.ac.jp/'],,['wakayama-med.ac.jp'],Japan,Wakayama Medical College,JP
['http://www.wakayama-u.ac.jp/'],,['wakayama-u.ac.jp'],Japan,Wakayama University,JP
['http://www.wakhok.ac.jp/'],,['wakhok.ac.jp'],Japan,Wakkanai Hokusei Gakuen University,JP
['http://www.wako.ac.jp/'],,['wako.ac.jp'],Japan,Wako University,JP
['http://www.waseda.ac.jp/'],,['waseda.ac.jp'],Japan,Waseda University,JP
['http://www.wayo.ac.jp/'],,['wayo.ac.jp'],Japan,Wayo Women's University,JP
['http://www.yamagata-u.ac.jp/'],,['yamagata-u.ac.jp'],Japan,Yamagata University,JP
['http://www.yamaguchi-pu.ac.jp/'],,['yamaguchi-pu.ac.jp'],Japan,Yamaguchi Prefectural University,JP
['http://www.yamaguchi-u.ac.jp/'],,['yamaguchi-u.ac.jp'],Japan,Yamaguchi University,JP
['http://www.yamanashi.ac.jp/'],,['yamanashi.ac.jp'],Japan,Yamanashi University,JP
['http://www.yamanashi-med.ac.jp/'],,['yamanashi-med.ac.jp'],Japan,Yamanashi Medical University,JP
['http://www.yama.sut.ac.jp/'],,['yama.sut.ac.jp'],Japan,Science University of Tokyo in Yamaguchi,JP
['http://www.yasuda-u.ac.jp/'],,['yasuda-u.ac.jp'],Japan,Yasuda Women's University,JP
['http://www.ygu.ac.jp/'],,['ygu.ac.jp'],Japan,Yamanashi Gakuin University,JP
['http://www.ynu.ac.jp/'],,['ynu.ac.jp'],Japan,Yokohama National University,JP
['http://www.yokkaichi-u.ac.jp/'],,['yokkaichi-u.ac.jp'],Japan,Yokkaichi University,JP
['http://www.yokohama-cu.ac.jp/'],,['yokohama-cu.ac.jp'],Japan,Yokohama City University,JP
['http://www.zokei.ac.jp/'],,['zokei.ac.jp'],Japan,Tokyo University of Art and Design,JP
['http://aambfs.edu.eg/'],,['aambfs.edu.eg'],Jordan,"Arab Academy for Management, Banking and Financial Sciences",JO
['http://www.aabu.edu.jo/'],,['aabu.edu.jo'],Jordan,Al al-Bayt University,JO
['http://www.aau.edu.jo/'],,['aau.edu.jo'],Jordan,Amman Arab University for Higher Studies,JO
['http://www.ahu.edu.jo/'],,['ahu.edu.jo'],Jordan,Al Hussein Bin Talal University,JO
['http://www.alzaytoonah.edu.jo/'],,['alzaytoonah.edu.jo'],Jordan,Al-Zaytoonah University,JO
['http://www.amman.edu/'],,['amman.edu'],Jordan,Amman University,JO
['http://www.ammanu.edu.jo/'],,['ammanu.edu.jo'],Jordan,Al-Ahliyya Amman University,JO
['http://www.aou.edu.jo/'],,['aou.edu.jo'],Jordan,Arab Open University,JO
['http://www.asu.edu.jo/'],,['asu.edu.jo'],Jordan,Applied Science University,JO
['http://www.bau.edu.jo/'],,['bau.edu.jo'],Jordan,Al-Balqa Applied University,JO
['http://www.gju.edu.jo/'],,['gju.edu.jo'],Jordan,German Jordanian University,JO
['http://www.hu.edu.jo/'],,['hu.edu.jo'],Jordan,Hashemite University,JO
['http://www.inu.edu.jo/'],,['inu.edu.jo'],Jordan,Irbid National University,JO
['http://www.isra.edu.jo/'],,['isra.edu.jo'],Jordan,Al-Isra University,JO
['http://www.jadara.edu.jo/'],,['jadara.edu.jo'],Jordan,Jadara University,JO
['http://www.jam.edu.jo/'],,['jam.edu.jo'],Jordan,Jordan Academy of Music / Higher Institute of Music,JO
['http://www.jerashun.edu.jo/'],,['jerashun.edu.jo'],Jordan,Jerash Private University,JO
['http://www.ju.edu.jo/'],,['ju.edu.jo'],Jordan,University of Jordan,JO
['http://www.just.edu.jo/'],,['just.edu.jo'],Jordan,Jordan University of Science and Technology,JO
['http://www.meu.edu.jo/'],,['meu.edu.jo'],Jordan,Middle East University,JO
['http://www.mutah.edu.jo/'],,['mutah.edu.jo'],Jordan,Mu' tah University,JO
['http://www.nyit.edu.jo/'],,['nyit.edu.jo'],Jordan,New York Institute of Technology,JO
['http://www.philadelphia.edu.jo/'],,['philadelphia.edu.jo'],Jordan,Philadelphia University,JO
['http://www.psut.edu.jo/'],,['psut.edu.jo'],Jordan,Princess Sumaya University for Technology,JO
['http://www.ttu.edu.jo/'],,['ttu.edu.jo'],Jordan,Tafila Technical University,JO
['http://www.uop.edu.jo/'],,['uop.edu.jo'],Jordan,University of Petra,JO
['http://www.wise.edu.jo/'],,['wise.edu.jo'],Jordan,The World Islamic Sciences & Education University,JO
['http://www.yu.edu.jo/'],,['yu.edu.jo'],Jordan,Yarmouk University,JO
['http://www.zpu.edu.jo/'],,['zpu.edu.jo'],Jordan,Zarka Private University,JO
['http://www.ablaikhan.kz/'],,['ablaikhan.kz'],Kazakhstan,Abylai Khan University,KZ
['http://www.agriun.almaty.kz/'],,['agriun.almaty.kz'],Kazakhstan,Kazak State University of Agriculture,KZ
['http://www.aktsu.kz/'],,['aktsu.kz'],Kazakhstan,Aktau State University,KZ
['http://www.atgu.kz/'],,['atgu.kz'],Kazakhstan,Atyrau State University,KZ
['http://www.ektu.kz/'],,['ektu.kz'],Kazakhstan,East Kazakstan State Technical University,KZ
['http://www.enu.kz/'],,['enu.kz'],Kazakhstan,L.N. Gumilyov Eurasian National University,KZ
['http://www.eurazir.kz/'],,['eurazir.kz'],Kazakhstan,Eurasian Institute of market,KZ
['http://www.kau.kz/'],,['kau.kz'],Kazakhstan,Kazak American University,KZ
['http://www.kazeu.kz/'],,['kazeu.kz'],Kazakhstan,Turar Ryskulov Kazakh Economic University,KZ
['http://www.kaznpu.kz/'],,['kaznpu.kz'],Kazakhstan,Abai State University,KZ
['http://www.kazntu.kz/'],,['kazntu.kz'],Kazakhstan,Kazak National Technical University,KZ
['http://www.kaznu.kz/'],,['kaznu.kz'],Kazakhstan,Al-Farabi Kazakh National University,KZ
['http://www.kbtu.kz/'],,['kbtu.kz'],Kazakhstan,Kazakh British Technical University,KZ
['http://www.kimep.kz/'],,['kimep.kz'],Kazakhstan,"Kazakhstan Institute of Management, Economics, and Strategic Research",KZ
['http://www.kstu.kz/'],,['kstu.kz'],Kazakhstan,Karaganda State Technical University,KZ
['http://www.ksu.kst.kz/'],,['ksu.kst.kz'],Kazakhstan,Kostanai State University,KZ
['http://www.ksu.kz/'],,['ksu.kz'],Kazakhstan,Karaganda State Buketov University,KZ
['http://www.nkzu.kz/'],,['nkzu.kz'],Kazakhstan,North Kazakhstan State University,KZ
