ProviderID,ProviderName,ProviderTradingName,ABN,Category,Address,Website,RegistrationStatus,RegistrationDescription,RegistrationRenewalDate,Years,SelfAccreditation,CRICOS Registration,CRICOS Web,ASQALink,QILT
PRV12073,Central Queensland University, CQUniversity,39 181 103 288,Australian University,"Bruce Highway, NORTH ROCKHAMPTON QLD 4702",http://www.cqu.edu.au,Active,Ongoing pending renewal,11/10/2025,7 years - maximum allowable period,Yes, 00219C, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00219C,http://training.gov.au/Organisation/Details/40939 ,https://www.compared.edu.au/institution/cquniversity-australia
PRV12074,Christian Heritage College, Christian Heritage College,94 107 091 001,Institute of Higher Education,"322 Wecker Road, CARINDALE QLD 4152",http://www.chc.edu.au,Active,Registered,13/10/2028,7 years - maximum allowable period,No, 01016F, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=01016F,,https://www.compared.edu.au/institution/christian-heritage-college
PRV12075,Gestalt Therapy Brisbane Pty Ltd, Gestalt Therapy Brisbane Pty Ltd,34 127 810 191,Institute of Higher Education,"431 Montague Road, WEST END QLD 4101",https://www.gestalttherapybrisbane.qld.edu.au,Active,Registered,22/10/2031,7 years - maximum allowable period,No,,,,https://www.compared.edu.au/institution/gestalt-therapy-brisbane
PRV12076,Griffith University, Griffith University,78 106 094 461,Australian University,"The Chancellery, Parklands Drive, SOUTHPORT QLD 4222",http://www.griffith.edu.au,Active,Ongoing pending renewal,11/06/2025,7 years - maximum allowable period and extended for a further 3 years,Yes, 00233E, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00233E,,https://www.compared.edu.au/institution/griffith-university
PRV12077,James Cook University, James Cook University,46 253 211 955,Australian University,"1 James Cook Drive, TOWNSVILLE QLD 4811",http://www.jcu.edu.au,Active,Ongoing pending renewal,26/10/2025,7 years - maximum allowable period,Yes, 00117J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00117J,,https://www.compared.edu.au/institution/james-cook-university
PRV12078,Queensland Institute of Business & Technology Pty Ltd," Griffith College, QIBT",38 076 195 027,Institute of Higher Education,"Level 4, Griffith University (G52) International Building, 1 Parklands Drive Southport QLD 4222",https://www.griffithcollege.edu.au/,Active,Registered,13/12/2030,7 years - maximum allowable period,Yes (Partial), 01737F, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=01737F,,
PRV12079,Queensland University of Technology, Queensland University of Technology,83 791 724 622,Australian University,"Gardens Point Campus, 2 George Street, BRISBANE QLD 4000",http://www.qut.edu.au,Active,Registered,17/04/2026,7 years - maximum allowable period,Yes, 00213J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00213J,,https://www.compared.edu.au/institution/queensland-university-of-technology
PRV12080,The University of Queensland, The University of Queensland,63 942 912 684,Australian University,"St Lucia Campus, BRISBANE QLD 4072",https://www.uq.edu.au,Active,Registered,29/11/2030,7 years - maximum allowable period,Yes," 00025B - QLD, 04039H - QLD", http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00025B,http://training.gov.au/Organisation/Details/1511 ,https://www.compared.edu.au/institution/the-university-of-queensland
PRV12081,University of Southern Queensland, University of Southern Queensland,40 234 732 081,Australian University,"West Street, TOOWOOMBA QLD 4350",http://www.usq.edu.au,Active,Ongoing pending renewal,26/04/2025,7 years - maximum allowable period,Yes," 00244B - QLD, 02225M - NSW", http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00244B,http://training.gov.au/Organisation/Details/41142 ,https://www.compared.edu.au/institution/university-of-southern-queensland
PRV12082,University of the Sunshine Coast, University of the Sunshine Coast,28 441 859 157,Australian University,"90 Sippy Downs Drive, SIPPY DOWNS QLD 4556",http://www.usc.edu.au,Active,Registered,13/05/2027,7 years - maximum allowable period,Yes, 01595D, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=01595D,,https://www.compared.edu.au/institution/university-of-the-sunshine-coast
PRV12083,The Australian Institute of Professional Counsellors Pty Ltd," AIPC Professional, Australian Institute of Professional Counsellors, Australian Institute of Psychology, College of Leadership and Business",25 077 738 035,Institute of Higher Education,"Levels G-2, Transport House, 230 Brunswick Street FORTITUDE VALLEY QLD 4006",http://www.aipc.net.au,Active,Registered,5/02/2032,7 years - maximum allowable period,No, 04095M, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04095M,http://training.gov.au/Organisation/Details/0670 ,https://www.compared.edu.au/institution/australian-institute-of-professional-counsellors
PRV12084,Jazz Music Institute Pty Ltd, Jazz Music Institute,93 077 694 654,Institute of Higher Education,"1/47 Brookes Street, BOWEN HILLS QLD 4006",http://www.jazz.qld.edu.au,Active,Registered,27/11/2031,7 years - maximum allowable period,Yes (Partial), 03720K, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03720K,,https://www.compared.edu.au/institution/jazz-music-institute
PRV12085,Southbank Institute of Technology," Southbank Institute of TAFE, Southbank Polytechnic",97 887 046 327,Higher Education Provider,"Level 1, C Block, 66 Ernest Street, SOUTH BRISBANE QLD 4101",http://www.southbank.edu.au,Inactive,Withdrawn,22/08/2013,Not Applicable,No,,,,
PRV12087,Adelaide Central School of Art Incorporated, Adelaide Central School of Art,16 896 868 731,Institute of Higher Education,"7 Mulberry Road, GLENSIDE SA 5065",http://www.acsa.sa.edu.au,Active,Registered,25/08/2028,4 years and extended for a further 3 years,No,,,,https://www.compared.edu.au/institution/adelaide-central-school-of-art
PRV12088,Adelaide College of Divinity Incorporated, Adelaide College of Divinity,86 680 954 246,Institute of Higher Education,"312 Sir Donald Bradman Drive, BROOKLYN PARK SA 5032",http://www.acd.edu.au,Inactive,Expired,27/02/2023,Not Applicable,No,,,http://training.gov.au/Organisation/Details/4863 ,https://www.compared.edu.au/institution/adelaide-college-of-divinity
PRV12089,Adelaide College of Ministries Incorporated, Adelaide College of Ministries,81 588 746 059,Higher Education Provider,"18a Fourth Avenue, KLEMZIG SA 5087",http://www.acm.sa.edu.au,Inactive,Withdrawn,6/04/2017,Not Applicable,No,,,,
PRV12090,Australian Institute of Business Pty Ltd, Australian Institute of Business,86 009 115 422,Institute of Higher Education,"Level 15 - 16, 1 King William Street ADELAIDE SA 5000",http://www.aib.edu.au,Active,Registered,2/04/2027,7 years - maximum allowable period,No,,,,https://www.compared.edu.au/institution/australian-institute-of-business-pty-ltd
PRV12091,Australian Institute of Management South Australian Division Incorporated," Australian Institute of Management South Australia, AIM Business School",35 219 126 058,Higher Education Provider,"180 Port Road, HINDMARSH SA 5007",http://www.aimsa.com.au,Inactive,Withdrawn,1/03/2016,Not Applicable,No,,,,
PRV12092,Australian Lutheran College, Australian Lutheran College,19 108 602 151,Higher Education Provider,"104 Jeffcott Street, NORTH ADELAIDE SA 5006",http://www.alc.edu.au,Inactive,Withdrawn,14/02/2013,Not Applicable,No,,,,
PRV12094,Kaplan Business School Pty Limited, Kaplan Business School Pty Limited,86 098 181 947,Institute of Higher Education,"Level 12, 45 Clarence Street, SYDNEY NSW 2000",http://www.kbs.edu.au,Active,Registered,24/06/2027,7 years - maximum allowable period,Yes (Partial), 02426B, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=02426B,,https://www.compared.edu.au/institution/kaplan-business-school
PRV12095,Carnegie Mellon University, Carnegie Mellon University Australia,97 116 769 423,Overseas University,"Torrens Building, 220 Victoria Square, ADELAIDE SA 5000",http://www.australia.cmu.edu,Inactive,Withdrawn,24/01/2024,Not Applicable,Yes,,,,
PRV12096,Educational Enterprises Australia Pty Ltd," Eynesbury International, Eynesbury College, Eynesbury Education Group, Eynesbury Institute of Business and Technology, Eynesbury",20 008 194 689,Institute of Higher Education,"16-20 Coglin Street, ADELAIDE SA 5000",http://www.eynesbury.navitas.com,Active,Registered,24/04/2031,7 years - maximum allowable period,No, 00561M, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00561M,,https://www.compared.edu.au/institution/eynesbury-college
PRV12097,Flinders University (formerly The Flinders University of South Australia), Flinders University,65 542 596 200,Australian University,"Sturt Road, BEDFORD PARK SA 5042",http://www.flinders.edu.au,Active,Registered,24/01/2031,7 years - maximum allowable period,Yes, 00114A, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00114A,,https://www.compared.edu.au/institution/flinders-university
PRV12099,ICHM Pty Ltd, ICHM,64 080 984 738,Institute of Higher Education,"131-139 Currie St, Adelaide SA 5000",http://www.ichm.edu.au,Active,Registered,24/06/2032,7 years - maximum allowable period,No, 02914G, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=02914G,,https://www.compared.edu.au/institution/international-college-of-hotel-management
PRV12100,Le Cordon Bleu Australia Pty Limited, Le Cordon Bleu Australia,18 081 849 185,Institute of Higher Education,"137 Days Road, Regency Park SA 5010",http://cordonbleu.edu/australia,Active,Ongoing pending renewal,30/06/2025,6 years and 2 months,No, 02380M, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=02380M,http://training.gov.au/Organisation/Details/4959 ,https://www.compared.edu.au/institution/le-cordon-bleu-australia
PRV12101,SA Management Institute Pty Ltd, South Australia Management Institute,29 141 574 941,Higher Education Provider,"248 Flinders Street, ADELAIDE SA 5001",,Inactive,Cancelled,21/09/2012,Not Applicable,No,,,,
PRV12102,South Australian Institute of Business and Technology Pty Ltd, South Australian Institute of Business and Technology,12 087 769 097,Institute of Higher Education,"University of South Australia, City East Campus, North Terrace, ADELAIDE SA 5000",http://www.saibt.sa.edu.au,Active,Registered,22/10/2031,7 years - maximum allowable period,No, 02193C, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=02193C,,https://www.compared.edu.au/institution/south-australian-institute-of-business-and-technology
PRV12103,Tabor College Incorporated," Tabor, Tabor Adelaide",55 516 735 722,Institute of Higher Education,"181 Goodwood Road, MILLSWOOD SA 5034",http://www.taboradelaide.edu.au,Active,Registered,18/07/2030,7 years - maximum allowable period,No,,,,https://www.compared.edu.au/institution/tabor-college-of-higher-education
PRV12104,"Minister for Employment, Higher Education and Skills"," TAFE SA, TAFE South Australia",43 266 201 237,Higher Education Provider,"Office of TAFE SA, Adelaide City Campus , 120 Currie Street, ADELAIDE SA 5000",http://www.tafesa.edu.au,Inactive,Withdrawn,1/11/2012,Not Applicable,No,,,,
PRV12105,The University of Adelaide, The University of Adelaide,61 249 878 937,Australian University,"North Terrace, ADELAIDE SA 5005",http://www.adelaide.edu.au,Active,Registered,31/12/2026,7 years - maximum allowable period and extended for a further 53 months,Yes, 00123M, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00123M,,https://www.compared.edu.au/institution/the-university-of-adelaide
PRV12106,University College London, University College London,54 728 710 374,Overseas University,"Torrens Building, 220 Victoria Square, ADELAIDE SA 5000",http://www.ucl.ac.uk/australia,Inactive,Withdrawn,22/01/2020,Not Applicable,Yes,,,,
PRV12107,University of South Australia, University of South Australia,37 191 313 308,Australian University,"City Campus East, North Terrace, ADELAIDE SA 5000",http://www.unisa.edu.au,Active,Registered,31/12/2026,7 years - maximum allowable period and extended for a further 40 months,Yes, 00121B, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00121B,,https://www.compared.edu.au/institution/university-of-south-australia
PRV12108,The Law Society of South Australia, Law Society of South Australia,16 305 983 353,Higher Education Provider,"Level 10, 178 North Terrace, ADELAIDE SA 5000",http://www.lawsocietysa.asn.au,Inactive,Expired,30/06/2015,Not Applicable,No,,,,
PRV12109,Tabor College Tasmania Inc., Tabor College Tasmania,81 449 615 707,Higher Education Provider,"45 Melville Street, HOBART TAS 7000",http://www.tabor.tas.edu.au,Inactive,Withdrawn,29/08/2016,Not Applicable,No,,,,
PRV12110,University of Tasmania, University of Tasmania,30 764 374 782,Australian University,"Churchill Avenue, SANDY BAY TAS 7005",http://www.utas.edu.au,Active,Registered,25/09/2026,7 years - maximum allowable period,Yes, 00586B, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00586B,http://training.gov.au/Organisation/Details/60131 ,https://www.compared.edu.au/institution/university-of-tasmania
PRV12111,Worldview Centre for Intercultural Studies, Worldview Centre for Intercultural Studies,44 085 875 823,Higher Education Provider,"41 Station Road, ST LEONARDS TAS 7250",http://www.worldview.edu.au,Inactive,Not renewed,31/12/2015,Not Applicable,No,,,,
PRV12112,Academies Australasia Polytechnic Pty Limited (formerly AMI Education Pty Ltd)," Academies Australasia Polytechnic, AMI Education, AAPoly",28 100 905 182,Institute of Higher Education,"Level 7, 628 Bourke Street, MELBOURNE VIC 3000",http://www.aapoly.edu.au,Active,Registered,25/03/2027,7 years - maximum allowable period,No, 02439G, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=02439G,http://training.gov.au/Organisation/Details/21282 ,https://www.compared.edu.au/institution/academies-australasia-polytechnic-pty-limited
PRV12113,LCI Melbourne Pty Ltd (formerly Academy of Design Australia Pty Ltd), LCI Melbourne,97 585 592 579,Institute of Higher Education,"150 Oxford Street, COLLINGWOOD VIC 3066",http://www.lcimelbourne.edu.au/,Active,Ongoing pending renewal,31/08/2024,4 years and extended for a further 3 years,No, 02201G, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=02201G,,https://www.compared.edu.au/institution/lci-melbourne
PRV12114,Australian Guild of Education Pty Ltd (formerly Australian Guild of Music Education Inc.), Australian Guild of Music Education Inc.,81 671 463 853,Institute of Higher Education,"376 Victoria St, North Melbourne VIC 3051",http://www.guildmusic.edu.au,Active,Registered,3/04/2026,7 years - maximum allowable period,No, 04168K, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=04168K,,https://www.compared.edu.au/institution/australian-guild-of-music-education
PRV12116,OASES Community Learning Limited, Oases Graduate School,26 158 482 074,Higher Education Provider,"2 Minona Street, HAWTHORN VIC 3502",http://www.oases.edu.au,Inactive,Expired,31/12/2016,Not Applicable,No,,,,
PRV12117,Box Hill Institute (formerly Box Hill Institute of TAFE), Box Hill Institute,76 268 630 462,Institute of Higher Education,"465 Elgar Road, BOX HILL VIC 3128",http://www.boxhill.edu.au,Active,Registered,29/06/2029,7 years - maximum allowable period,No, 02411J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=02411J,http://training.gov.au/Organisation/Details/4687 ,https://www.compared.edu.au/institution/box-hill-institute
PRV12118,Commonwealth of Australia, Bureau of Meteorology Training Centre,92 637 533 532,Institute of Higher Education,,http://www.bom.gov.au,Active,Ongoing pending renewal,26/02/2025,7 years - maximum allowable period and extended for a further 3 years,No, 02015K, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=02015K,,
PRV12119,The Cairnmillar Institute School of Psychology Counselling and Psychotherapy Pty Ltd, The Cairnmillar Institute School of Psychology Counselling and Psychotherapy,99 120 972 063,Higher Education Provider,"993 Burke Road, CAMBERWELL VIC 3124",http://www.cairnmillar.edu.au,Inactive,Not renewed,9/09/2016,Not Applicable,No,,,,
PRV12120,BPP Institute Pty Ltd (formerly  CIC Higher Education Pty Ltd), CIC Higher Education,29 076 527 529,Institute of Higher Education,"Level 4, 108 Lonsdale Street, MELBOURNE VIC 3000",https://cic.vic.edu.au/,Active,Ongoing pending renewal,19/08/2025,5 years,No, 01718J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=01718J,,https://www.compared.edu.au/institution/cic-higher-education
PRV12121,Centre for Pavement Engineering Education Incorporated, Centre for Pavement Engineering Education,23 368 959 740,Institute of Higher Education,"Suite 9, 935 Station Street, BOX HILL NORTH VIC 3129",http://www.pavementeducation.edu.au,Active,Ongoing pending renewal,14/11/2025,7 years - maximum allowable period,No,,,,
PRV12122,Chifley Business School Pty Ltd, Chifley Business School,40 068 999 093,Higher Education Provider,"Level 12, 636 St Kilda Road, MELBOURNE VIC 3004",http://www.chifley.edu.au,Inactive,Withdrawn,1/07/2015,Not Applicable,No,,,,
PRV12123,Chisholm Institute (formerly Chisholm Institute of Technical and Further Education)," Chisholm Institute, Chisholm",65 335 795 326,Institute of Higher Education,"121 Stud Road, DANDENONG VIC 3175",http://www.chisholm.edu.au,Active,Registered,9/04/2032,7 years - maximum allowable period,No, 00881F, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00881F,http://training.gov.au/Organisation/Details/0260 ,https://www.compared.edu.au/institution/chisholm-institute
PRV12124,Deakin University, Deakin University,56 721 584 203,Australian University,"Waterfront Campus, 1 Gheringhap Street, GEELONG VIC 3220",http://www.deakin.edu.au,Active,Ongoing pending renewal,18/07/2025,7 years - maximum allowable period,Yes, 00113B, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00113B,http://training.gov.au/Organisation/Details/3752 ,https://www.compared.edu.au/institution/deakin-university
PRV12125,Eastern Health, Turning Point Alcohol and Drug Centre,68 223 819 017,Higher Education Provider,"54-62 Gertrude Street, FITZROY VIC 3065",http://www.easternhealth.org.au,Inactive,Withdrawn,22/01/2020,Not Applicable,No,,,http://training.gov.au/Organisation/Details/6948 ,
PRV12127,Harvest Bible College Ltd, Harvest Bible College,97 621 239 356,Higher Education Provider,"1 Keith Campbell Court, SCORESBY VIC 3179",http://www.harvest.edu.au,Inactive,Withdrawn,26/04/2018,Not Applicable,No,,,http://training.gov.au/Organisation/Details/0067 ,
PRV12128,Holmes Institute Pty Ltd as Trustee for Holmes Institute Trust, Holmes Institute,44 112 115 643,Institute of Higher Education,"185 Spring Street, MELBOURNE VIC 3000",http://www.holmes.edu.au,Active,Registered,6/12/2030,7 years - maximum allowable period,No," 02639M - VIC, 02727M - QLD, 02767C- NSW", http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=02639M,,https://www.compared.edu.au/institution/holmes-institute
PRV12129,Holmesglen Institute (formerly Holmesglen Institute of TAFE), Holmesglen Institute,40 096 756 729,Institute of Higher Education,"Batesford Road, HOLMESGLEN VIC 3148",http://www.holmesglen.edu.au,Active,Registered,22/10/2031,7 years - maximum allowable period,Yes (Partial), 00012G, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00012G,http://training.gov.au/Organisation/Details/0416 ,https://www.compared.edu.au/institution/holmesglen-institute
PRV12130,"John Paul II Institute for Marriage and Family, Melbourne"," John Paul II Institute for Marriage and Family, Melbourne",27 788 943 586,Higher Education Provider,"278 Victoria Parade, EAST MELBOURNE VIC 3002",http://www.jp2institute.org,Inactive,Withdrawn,30/06/2019,Not Applicable,No,,,,
PRV12131,Kollel Academy of Advanced Jewish Education Limited, Kollel Beth HaTalmud Yehuda Fishman Institute,94 005 628 035,Institute of Higher Education,"362a Carlisle Street, BALACLAVA VIC 3183",http://www.kollel.com.au,Active,Ongoing pending renewal,7/09/2024,7 years - maximum allowable period,No,,,,
PRV12132,La Trobe University, La Trobe University,64 804 735 113,Australian University,"Plenty Road, BUNDOORA VIC 3086",http://www.latrobe.edu.au,Active,Ongoing pending renewal,28/09/2025,7 years - maximum allowable period and extended for a further 2 years,Yes, 00115M, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00115M,http://training.gov.au/Organisation/Details/3899 ,https://www.compared.edu.au/institution/la-trobe-university
PRV12133,Marcus Oldham College, Marcus Oldham College,50 071 444 409,Institute of Higher Education,"145 Pigdon Road, WAURN PONDS VIC 3216",http://www.marcusoldham.vic.edu.au,Active,Registered,24/04/2031,7 years - maximum allowable period,Yes (Partial), 00306D, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00306D,,https://www.compared.edu.au/institution/marcus-oldham-college
PRV12134,Mayfield Education Inc., Mayfield Education,26 540 881 341,Institute of Higher Education,"2-10 Camberwell Road, HAWTHORN EAST VIC 3123",http://www.mayfield.edu.au,Active,Ongoing pending renewal,3/03/2025,7 years - maximum allowable period and extended for a further 2 years,No,,,http://training.gov.au/Organisation/Details/3938 ,
PRV12135,University of Divinity (formerly Melbourne College of Divinity), University of Divinity,95 290 912 141,Australian University,"90 Albion Road, Box Hill VIC 3128",http://www.divinity.edu.au,Active,Registered,5/06/2031,7 years - maximum allowable period,Yes (Partial), 01037A, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=01037A,,https://www.compared.edu.au/institution/university-of-divinity
PRV12136,The MIECAT Institute Inc. (formerly Melbourne Institute for Experiential and Creative Arts Therapy), MIECAT,85 665 417 400,Institute of Higher Education,"374 George Street, FITZROY VIC 3065",http://www.miecat.edu.au,Active,Registered,10/06/2032,7 years - maximum allowable period,No,,,,https://www.compared.edu.au/institution/the-miecat-institute
PRV12137,Melbourne Institute of Business and Technology Pty Ltd," Melbourne Institute of Business and Technology, MIBT, Deakin College",11 074 633 668,Institute of Higher Education,"Level 4, International Centre (Building 1a), 70 Elgar Road, BURWOOD VIC 3125",http://www.deakincollege.edu.au,Active,Registered,8/05/2031,7 years - maximum allowable period,No, 01590J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=01590J,,
PRV12138,Melbourne Institute of Technology Pty Ltd, Melbourne Institute of Technology,20 072 324 755,Institute of Higher Education,"The Argus, Level 6, 288 La Trobe Street,, MELBOURNE VIC 3000",http://www.mit.edu.au,Active,Registered,29/06/2027,7 years - maximum allowable period,Yes (Partial)," 01545C - NAT, 03245K - NSW", http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=01545C,,https://www.compared.edu.au/institution/melbourne-institute-of-technology
PRV12139,Monash College Pty Ltd, Monash College,64 064 031 714,Institute of Higher Education,"750 Collins Street, DOCKLANDS VIC 3008",http://www.monashcollege.edu.au,Active,Registered,19/07/2029,7 years - maximum allowable period,No, 01857J, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=01857J,http://training.gov.au/Organisation/Details/45061 ,
PRV12140,Monash University, Monash University,12 377 614 012,Australian University,"Building 3A, Wellington Road, CLAYTON VIC 3800",http://www.monash.edu.au,Active,Registered,19/02/2027,7 years - maximum allowable period,Yes, 00008C, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00008C,,https://www.compared.edu.au/institution/monash-university
PRV12142,Melbourne Polytechnic (formerly Northern Melbourne Institute of TAFE)," NMIT, Melbourne Polytechnic",50 230 165 243,Institute of Higher Education,"77-91 St Georges Road, PRESTON VIC 3072",http://www.melbournepolytechnic.edu.au,Active,Registered,5/03/2032,7 years - maximum allowable period,No, 00724G, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00724G,http://training.gov.au/Organisation/Details/3075 ,https://www.compared.edu.au/institution/melbourne-polytechnic
PRV12144,Phoenix Institute of Australia Pty Ltd, Phoenix Institute of Australia Pty Ltd,37 084 806 575,Higher Education Provider,"314 Queen Street, MELBOURNE VIC 3000",http://www.phoenixinstitute.com.au,Inactive,Not renewed,23/12/2015,Not Applicable,No,,,,
PRV12145,Royal Melbourne Institute of Technology, RMIT University,49 781 030 034,Australian University,"124 La Trobe Street, MELBOURNE VIC 3000",http://www.rmit.edu.au,Active,Ongoing pending renewal,4/08/2025,7 years - maximum allowable period and extended for a further 2 years,Yes, 00122A, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00122A,http://training.gov.au/Organisation/Details/3046 ,https://www.compared.edu.au/institution/rmit-university
PRV12146,Acknowledge Education Pty Ltd," Australian Surf Industry Training School, Front Cooking School, Melbourne Language Centre, Affectors Academy, Stott's Colleges",15 005 596 565,Institute of Higher Education,"168 Exhibition Street, MELBOURNE VIC 3000",https://www.acknowledgeeducation.edu.au/,Active,Registered,24/06/2032,7 years - maximum allowable period,No, 00197D, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00197D,http://training.gov.au/Organisation/Details/4112 ,https://www.compared.edu.au/institution/stotts-colleges
PRV12147,Summer Institute of Linguistics Australia, EQUIP Training,53 004 706 012,Higher Education Provider,"70 Graham Road, KANGAROO GROUND VIC 3097",http://www.equip.edu.au,Inactive,Expired,30/11/2014,Not Applicable,No,,,,
PRV12148,Swinburne University of Technology, Swinburne University of Technology,13 628 586 699,Australian University,"Level 1, Swinburne Place South, 24 Wakefield Street, HAWTHORN VIC 3122",http://www.swinburne.edu.au,Active,Ongoing pending renewal,30/04/2025,7 years - maximum allowable period and extended for a further 3 years,Yes, 00111D, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00111D,http://training.gov.au/Organisation/Details/3059 ,https://www.compared.edu.au/institution/swinburne-university-of-technology
PRV12149,Eastern College Australia Limited (formerly Eastern College Australia Incorporated),,61 551 855 405,Institute of Higher Education,"5 Burwood Highway, Wantirna VIC 3152",http://www.eastern.edu.au,Active,Registered,24/04/2031,7 years - maximum allowable period,No," 03853H, 03853H", http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=03853H,http://training.gov.au/Organisation/Details/22065 ,https://www.compared.edu.au/institution/eastern-college-australia
PRV12150,The University of Melbourne, The University of Melbourne,84 002 705 224,Australian University,"Grattan Street, UNIVERSITY OF MELBOURNE VIC 3010",http://www.unimelb.edu.au,Active,Ongoing pending renewal,22/06/2024,7 years - maximum allowable period,Yes, 00116K, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00116K,,https://www.compared.edu.au/institution/the-university-of-melbourne
PRV12151,Federation University Australia (formerly University of Ballarat), Federation University Australia,51 818 692 256,Australian University,"University Drive, Mount Helen Campus, MOUNT HELEN VIC 3350",http://www.federation.edu.au,Active,Registered,27/11/2031,7 years - maximum allowable period,Yes, 00103D, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00103D,http://training.gov.au/Organisation/Details/4909 ,https://www.compared.edu.au/institution/federation-university-australia
PRV12152,Victoria University, Victoria University,83 776 954 731,Australian University,"Footscray Park Campus, Ballarat Road, FOOTSCRAY VIC 3011",http://www.vu.edu.au,Active,Registered,14/10/2027,7 years - maximum allowable period,Yes," 00124K - VIC, 02475D - NSW", http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=00124K,http://training.gov.au/Organisation/Details/3113 ,https://www.compared.edu.au/institution/victoria-university
PRV12153,William Angliss Institute of TAFE, William Angliss Institute,66 266 583 978,Institute of Higher Education,"555 La Trobe Street, MELBOURNE VIC 3000",http://www.angliss.edu.au,Active,Registered,22/01/2032,7 years - maximum allowable period,Yes (Partial), 01505M, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=01505M,http://training.gov.au/Organisation/Details/3045 ,https://www.compared.edu.au/institution/william-angliss-institute
PRV12154,Carrick Higher Education Pty Ltd, Carrick Higher Education,31 120 525 895,Higher Education Provider,"370 Docklands Drive, DOCKLANDS VIC 3008",http://www.carrickeducation.edu.au,Inactive,Withdrawn,30/06/2014,Not Applicable,No,,,,
PRV12155,Leo Cussen Institute (formerly Leo Cussen Institute for Continuing Legal Education), Leo Cussen Centre for Law,16 949 282 178,Institute of Higher Education,"Level 16, 15 William Street, MELBOURNE VIC 3000",http://www.leocussen.vic.edu.au,Active,Ongoing pending renewal,13/11/2024,7 years - maximum allowable period and extended for a further 3 years,No, 02224A, http://cricos.education.gov.au/Institution/InstitutionDetails.aspx?ProviderCode=02224A,,https://www.compared.edu.au/institution/leo-cussen-centre-for-law
PRV12156,Australian School of Management Pty Ltd, Australian School of Management,42 138 545 605,Higher Education Provider,"Level 1, 641 Wellington Street, PERTH WA 6000",http://www.asm.edu.au,Inactive,Cancelled,7/07/2017,Not Applicable,No,,,,
