CourseID,ProviderID,CourseName,Accreditation,AccrediationDate,AccreditationStatusDate,AccreditationStatus,Years,LOTE
CRS1201262,PRV12117,Bachelor of Commerce (Applied),Active,25/07/2024,31/12/2026,Course in teach out,2 years and 6 months,No
CRS1201263,PRV12117,Associate Degree of Commerce (Applied),Active,25/07/2024,31/12/2026,Course in teach out,2 years and 6 months,No
CRS1201264,PRV12117,Associate Degree in Applied Business in Music Industry,Inactive,5/08/2021,31/07/2023,Expired,Not Applicable,No
CRS1201265,PRV12117,Bachelor of Applied Business in Music Industry,Inactive,5/08/2021,31/07/2023,Expired,Not Applicable,No
CRS1201266,PRV12117,Bachelor of Hospitality Management,Active,25/07/2024,31/12/2026,Course in teach out,2 years and 6 months,No
CRS1201267,PRV12117,Associate Degree of Hospitality Management,Active,25/07/2024,31/12/2026,Course in teach out,2 years and 6 months,No
CRS1201268,PRV12117,Associate Degree in Fashion (formerly Associate Degree in Fashion Technology),Inactive,5/08/2022,28/12/2023,Expired,Not Applicable,No
CRS1201269,PRV12117,Bachelor of Fashion,Inactive,5/08/2022,28/12/2023,Expired,Not Applicable,No
CRS1201270,PRV12117,Bachelor of Early Childhood Education (formerly Bachelor of Early Childhood (Education and Care)),Active,19/02/2024,19/02/2031,Accredited,7 years - maximum allowable period,No
CRS1201271,PRV12117,Diploma of Computer Systems,Inactive,7/02/2022,31/12/2024,Expired,Not Applicable,No
CRS1201273,PRV12120,Bachelor of Business,Inactive,26/10/2016,1/11/2019,Expired,Not Applicable,No
CRS1201274,PRV12120,Bachelor of Business (Marketing),Active,19/08/2020,19/08/2025,Pending Renewal,5 years,No
CRS1201275,PRV12120,Bachelor of Business (Community Service Management),Inactive,30/06/2010,30/06/2015,Expired,Not Applicable,No
CRS1201276,PRV12120,Diploma of Business,Inactive,23/06/2011,30/06/2015,Expired,Not Applicable,No
CRS1201277,PRV12154,Diploma of Business,Inactive,14/07/2011,18/07/2013,Withdrawn,Not Applicable,No
CRS1201278,PRV12154,Diploma of Information Technology,Inactive,14/07/2011,12/04/2013,Withdrawn,Not Applicable,No
CRS1201279,PRV12154,Master of Professional Accounting,Inactive,10/06/2011,18/07/2013,Withdrawn,Not Applicable,No
CRS1201280,PRV12154,Graduate Diploma of Professional Accounting,Inactive,10/06/2011,18/07/2013,Withdrawn,Not Applicable,No
CRS1201281,PRV12121,Graduate Certificate in Pavement Technology,Active,12/09/2018,12/09/2025,Pending Renewal,7 years - maximum allowable period,No
CRS1201282,PRV12121,Master of Pavement Technology,Active,12/09/2018,12/09/2025,Pending Renewal,7 years - maximum allowable period,No
CRS1201284,PRV12123,Bachelor of Design (formerly Bachelor of Interactive Media Design),Inactive,28/04/2016,28/04/2023,Expired,Not Applicable,No
CRS1201285,PRV12123,"Bachelor of Community Mental Health, Alcohol and Other Drugs",Active,20/08/2024,20/08/2031,Accredited,7 years - maximum allowable period,No
CRS1201286,PRV12123,Bachelor of Engineering Technology,Active,24/05/2016,24/05/2025,Pending Renewal,7 years - maximum allowable period and extended for a further 2 years,No
CRS1201287,PRV12147,Graduate Diploma of Language Description and Development,Inactive,1/12/2009,30/11/2014,Expired,Not Applicable,No
CRS1201288,PRV12147,Diploma of Language Description and Development,Inactive,30/06/2009,30/06/2014,Expired,Not Applicable,No
CRS1201290,PRV12127,Master of Arts (Ministry),Inactive,16/04/2014,26/04/2018,Withdrawn,Not Applicable,No
CRS1201291,PRV12127,Associate Degree of Ministry,Inactive,23/11/2017,26/04/2018,Withdrawn,Not Applicable,No
CRS1201292,PRV12127,Graduate Certificate in Theology,Inactive,23/11/2017,26/04/2018,Withdrawn,Not Applicable,No
CRS1201293,PRV12127,Bachelor of Arts (Intercultural Ministry),Inactive,9/11/2001,1/07/2013,Expired,Not Applicable,No
CRS1201295,PRV12128,Graduate Diploma in Business,Active,15/03/2021,15/03/2028,Accredited,7 years - maximum allowable period,No
CRS1201296,PRV12128,Bachelor of Fashion and Business,Active,23/02/2024,23/02/2031,Accredited,7 years - maximum allowable period,No
CRS1201297,PRV12128,Bachelor of Information Systems,Active,23/02/2024,23/02/2031,Accredited,7 years - maximum allowable period,No
CRS1201298,PRV12129,Bachelor of Fashion Design (formerly Bachelor of Fashion (Apparel Engineering and Design)),Active,30/06/2023,30/06/2030,Accredited,7 years - maximum allowable period,No
CRS1201299,PRV12129,Bachelor of Applied Science (Built Environment),Inactive,28/01/2015,28/01/2024,Expired,Not Applicable,No
CRS1201300,PRV12129,Bachelor of Construction Management and Economics,Inactive,28/01/2015,28/01/2024,Expired,Not Applicable,No
CRS1201301,PRV12129,Bachelor of Building Surveying,Inactive,28/01/2015,28/01/2024,Expired,Not Applicable,No
CRS1201302,PRV12129,Bachelor of Facilities Management,Inactive,14/07/2010,14/07/2015,Expired,Not Applicable,No
CRS1201303,PRV12129,Bachelor of Hospitality Management,Active,13/12/2023,13/12/2030,Accredited,7 years - maximum allowable period,No
CRS1201304,PRV12129,Bachelor of Business Administration,Inactive,29/06/2021,18/12/2023,Expired,Not Applicable,No
CRS1201305,PRV12129,Bachelor of Business (Marketing Management),Inactive,8/04/2014,8/04/2021,Expired,Not Applicable,No
CRS1201306,PRV12129,Bachelor of Information Technology (Programmer/Analyst),Inactive,1/07/2009,9/05/2013,Withdrawn,Not Applicable,No
CRS1201307,PRV12129,Bachelor of Business (Executive Administration),Inactive,24/02/2010,24/02/2015,Expired,Not Applicable,No
CRS1201308,PRV12129,Associate Degree in Business (Executive Administration),Inactive,24/02/2010,24/02/2015,Expired,Not Applicable,No
CRS1201309,PRV12129,Bachelor of Screen Production,Inactive,5/09/2013,5/09/2020,Expired,Not Applicable,No
CRS1201310,PRV12129,Associate Degree in Screen Production,Inactive,5/09/2013,5/09/2020,Expired,Not Applicable,No
CRS1201311,PRV12129,Bachelor of Early Childhood Teaching (formerly Bachelor of Early Childhood Education),Active,11/12/2015,11/12/2025,Pending Renewal,7 years - maximum allowable period and extended for a further 3 years,No
CRS1201312,PRV12129,Diploma of Commerce,Inactive,20/12/2006,1/07/2013,Expired,Not Applicable,No
CRS1201313,PRV12129,Bachelor of Nursing,Active,28/07/2020,28/07/2027,Accredited,7 years - maximum allowable period,No
CRS1201314,PRV12129,Associate Degree in Early Childhood Education,Inactive,9/11/2007,1/06/2013,Expired,Not Applicable,No
CRS1201315,PRV12129,Associate Degree of Business Accounting,Active,1/02/2023,1/02/2030,Accredited,7 years - maximum allowable period,No
CRS1201316,PRV12129,Bachelor of Business Accounting,Active,1/02/2023,1/02/2030,Accredited,7 years - maximum allowable period,No
CRS1201322,PRV12131,Bachelor of Talmud/ Bachelor of Rabbinic Thought,Active,5/12/2024,5/12/2031,Accredited,7 years - maximum allowable period,No
CRS1201323,PRV12155,Graduate Diploma in Legal Practice,Active,13/11/2014,13/11/2024,Pending Renewal,7 years - maximum allowable period and extended for a further 3 years,No
CRS1201324,PRV12155,Graduate Diploma in Legal Practice (Online Practical Training Course),Inactive,19/11/2009,18/11/2014,Expired,Not Applicable,No
CRS1201325,PRV12133,Bachelor of Business (Agribusiness),Active,15/12/2015,31/12/2025,Accredited,7 years - maximum allowable period and extended for a further 37 months,No
CRS1201326,PRV12133,Associate Degree of Agribusiness (formerly Associate Degree in Agribusiness),Inactive,15/12/2015,31/12/2023,Expired,Not Applicable,No
CRS1201327,PRV12133,Diploma of Agribusiness,Inactive,15/12/2015,31/12/2023,Expired,Not Applicable,No
CRS1201328,PRV12133,Graduate Certificate of Agribusiness,Active,22/05/2014,31/12/2025,Accredited,7 years - maximum allowable period and extended for a further 56 months,No
CRS1201329,PRV12133,Graduate Diploma of Agribusiness,Active,22/05/2014,31/12/2025,Accredited,7 years - maximum allowable period and extended for a further 56 months,No
CRS1201330,PRV12133,Associate Degree of Farm Business Management (formerly Advanced Diploma of Farm Business Management),Active,12/12/2013,31/12/2025,Accredited,7 years - maximum allowable period and extended for a further 61 months,No
CRS1201331,PRV12133,Bachelor of Business (Agriculture) (formerly Bachelor of Business (Farm Management)),Active,12/12/2013,31/12/2025,Accredited,7 years - maximum allowable period and extended for a further 61 months,No
CRS1201332,PRV12133,Diploma of Equine Management (formerly Diploma of Horse Business Management),Active,12/12/2013,31/12/2025,Accredited,7 years - maximum allowable period and extended for a further 61 months,No
CRS1201333,PRV12134,Graduate Certificate in Diabetes Education and Health Care,Active,23/12/2015,23/12/2024,Pending Renewal,7 years - maximum allowable period and extended for a further 2 years,No
CRS1201334,PRV12137,Diploma of Science,Active,2/05/2024,2/05/2031,Accredited,7 years - maximum allowable period,No
CRS1201335,PRV12137,Diploma of Computing,Inactive,1/08/2013,1/08/2020,Expired,Not Applicable,No
CRS1201336,PRV12137,Diploma of Commerce,Active,9/06/2023,9/06/2030,Accredited,7 years - maximum allowable period,No
CRS1201337,PRV12137,Diploma of Media and Communication,Inactive,20/06/2017,20/06/2024,Expired,Not Applicable,No
CRS1201338,PRV12137,Diploma of Business (formerly Diploma of Management),Active,2/05/2024,2/05/2031,Accredited,7 years - maximum allowable period,No
CRS1201339,PRV12137,Diploma of Engineering,Active,2/05/2024,2/05/2031,Accredited,7 years - maximum allowable period,No
CRS1201340,PRV12137,Diploma of Health Sciences,Active,13/08/2024,13/08/2031,Accredited,7 years - maximum allowable period,No
CRS1201341,PRV12136,Graduate Certificate in Experiential and Creative Arts Practice,Inactive,29/01/2015,31/12/2015,Expired,Not Applicable,No
CRS1201342,PRV12136,Graduate Diploma in Therapeutic Arts Practice,Active,22/01/2015,22/01/2025,Pending Renewal,7 years - maximum allowable period and extended for a further 3 years,No
CRS1201343,PRV12136,Master of Arts by Research in Experiential and Creative Arts Practice,Inactive,29/01/2015,31/12/2015,Expired,Not Applicable,No
CRS1201344,PRV12136,Masters in Therapeutic Arts Practice (tagged),Active,22/01/2015,22/01/2025,Pending Renewal,7 years - maximum allowable period and extended for a further 3 years,No
CRS1201345,PRV12136,Professional Doctorate in Therapeutic Arts Practice,Active,22/01/2015,22/01/2025,Pending Renewal,7 years - maximum allowable period and extended for a further 3 years,No
CRS1201346,PRV12139,Diploma of Arts,Active,16/05/2022,16/05/2029,Accredited,7 years - maximum allowable period,No
CRS1201347,PRV12139,Diploma of Art and Design (formerly Diploma of Art and Design Studies),Active,16/05/2022,16/05/2029,Accredited,7 years - maximum allowable period,No
CRS1201348,PRV12139,Diploma of Information Technology,Inactive,1/06/2007,30/06/2012,Withdrawn,Not Applicable,No
CRS1201349,PRV12139,Diploma of Business,Active,16/05/2022,16/05/2029,Accredited,7 years - maximum allowable period,No
CRS1201350,PRV12139,Diploma of Engineering (formerly Diploma of Engineering Studies),Active,16/05/2022,16/05/2029,Accredited,7 years - maximum allowable period,No
CRS1201354,PRV12139,Diploma of Health Sciences,Inactive,21/07/2011,4/02/2013,Withdrawn,Not Applicable,No
CRS1201355,PRV12142,Bachelor of Equine Studies,Inactive,27/11/2017,31/12/2020,Expired,Not Applicable,No
CRS1201356,PRV12142,Associate Degree of Equine Studies,Inactive,27/11/2017,31/12/2020,Expired,Not Applicable,No
CRS1201357,PRV12142,Bachelor of Education (Early Years),Inactive,11/08/2015,11/08/2017,Expired,Not Applicable,No
CRS1201358,PRV12142,Bachelor of Early Years Studies,Inactive,11/08/2015,11/08/2017,Expired,Not Applicable,No
CRS1201359,PRV12142,Associate Degree of Early Years Studies,Inactive,11/08/2015,11/08/2017,Expired,Not Applicable,No
CRS1201360,PRV12142,Bachelor of Accounting,Active,27/11/2024,27/11/2031,Accredited,7 years - maximum allowable period,No
CRS1201362,PRV12142,Bachelor of Viticulture and Winemaking,Inactive,11/03/2014,28/02/2016,Expired,Not Applicable,No
CRS1201363,PRV12142,Associate Degree of Tertiary Studies,Inactive,15/12/2010,15/12/2015,Expired,Not Applicable,No
CRS1201364,PRV12142,Diploma of Tertiary Studies,Inactive,2/02/2016,2/02/2023,Expired,Not Applicable,No
CRS1201365,PRV12142,Bachelor of Music Industry,Inactive,3/03/2016,3/03/2018,Expired,Not Applicable,No
CRS1201366,PRV12142,Associate Degree of Music Industry,Inactive,3/03/2016,3/03/2018,Expired,Not Applicable,No
CRS1201367,PRV12142,Bachelor of Music,Active,23/12/2015,23/12/2025,Pending Renewal,7 years - maximum allowable period and extended for a further 3 years,No
CRS1201368,PRV12142,Associate Degree of Music,Active,23/12/2015,23/12/2025,Pending Renewal,7 years - maximum allowable period and extended for a further 3 years,No
CRS1201369,PRV12142,Associate Degree of Accounting,Active,27/11/2024,27/11/2031,Accredited,7 years - maximum allowable period,No
CRS1201370,PRV12142,Bachelor of Writing and Publishing,Inactive,29/11/2013,29/11/2023,Expired,Not Applicable,No
CRS1201373,PRV12142,Bachelor of Illustration,Active,24/06/2024,24/06/2031,Accredited,7 years - maximum allowable period,No
CRS1201374,PRV12142,Associate Degree of Writing and Publishing,Inactive,29/11/2013,29/11/2023,Expired,Not Applicable,No
CRS1201375,PRV12142,Bachelor of Agriculture and Technology (formerly Bachelor of Agriculture and Land Management),Active,11/03/2022,11/03/2029,Accredited,7 years - maximum allowable period,No
CRS1201376,PRV12142,Associate Degree of Agriculture and Technology (formerly AD in Agriculture and Land Management),Active,11/03/2022,11/03/2029,Accredited,7 years - maximum allowable period,No
CRS1201377,PRV12142,Associate Degree of Illustration,Active,24/06/2024,24/06/2031,Accredited,7 years - maximum allowable period,No
CRS1201378,PRV12142,Associate Degree of Aquaculture and Environmental Management,Inactive,11/03/2014,28/02/2016,Expired,Not Applicable,No
CRS1201379,PRV12142,Associate Degree of Viticulture and Winemaking,Inactive,11/03/2014,28/02/2016,Expired,Not Applicable,No
CRS1201380,PRV12142,Bachelor of Aquaculture and Environmental Management,Inactive,11/03/2014,28/02/2016,Expired,Not Applicable,No
CRS1201381,PRV12142,Bachelor of Information Technology,Active,30/06/2022,30/06/2029,Accredited,7 years - maximum allowable period,No
CRS1201382,PRV12142,Associate Degree of Information Technology,Active,30/06/2022,30/06/2029,Accredited,7 years - maximum allowable period,No
CRS1201383,PRV12142,Associate Degree of Business,Inactive,11/07/2011,31/12/2016,Expired,Not Applicable,No
CRS1201384,PRV12142,Bachelor of Business,Inactive,11/07/2011,31/12/2016,Expired,Not Applicable,No
CRS1201385,PRV12142,Associate Degree of Hospitality Management,Active,27/11/2024,27/11/2031,Accredited,7 years - maximum allowable period,No
CRS1201386,PRV12142,Bachelor of Hospitality Management,Active,27/11/2024,27/11/2031,Accredited,7 years - maximum allowable period,No
CRS1201387,PRV12116,Graduate Diploma of Sustainability and Social Change (formerly Graduate Diploma of Integrative&Transformative Studies),Inactive,5/09/2013,31/12/2016,Expired,Not Applicable,No
CRS1201388,PRV12116,Graduate Certificate of Sustainability and Social Change (formerly Grad Cert of Integrative and Transformative Studies),Inactive,5/09/2013,31/12/2016,Expired,Not Applicable,No
CRS1201389,PRV12116,Master of Sustainability and Social Change (formerly Master of Integrative and Transformative Studies),Inactive,5/09/2013,31/12/2016,Expired,Not Applicable,No
CRS1201391,PRV12144,Bachelor of Holistic Counselling,Inactive,30/06/2010,23/12/2015,Provider Registration not renewed,Not Applicable,No
CRS1201392,PRV12144,Associate Degree of Holistic Counselling,Inactive,30/06/2010,23/12/2015,Provider Registration not renewed,Not Applicable,No
CRS1201397,PRV12149,Associate Degree in Theology,Inactive,23/11/2018,23/11/2020,Expired,Not Applicable,No
CRS1201398,PRV12149,Graduate Certificate in Arts,Active,17/12/2018,17/12/2025,Accredited,7 years - maximum allowable period,No
CRS1201399,PRV12149,Graduate Diploma in Arts,Active,17/12/2018,17/12/2025,Accredited,7 years - maximum allowable period,No
CRS1201400,PRV12149,Graduate Diploma of Education (Primary),Inactive,28/08/2015,31/12/2016,Expired,Not Applicable,No
CRS1201401,PRV12149,Bachelor of Arts in Christian Counselling,Inactive,19/10/2004,31/12/2013,Expired,Not Applicable,No
CRS1201402,PRV12149,Graduate Diploma of Education (Secondary),Inactive,14/03/2007,1/07/2013,Expired,Not Applicable,No
CRS1201403,PRV12149,Bachelor of Arts,Active,17/12/2018,17/12/2025,Accredited,7 years - maximum allowable period,No
CRS1201404,PRV12149,Bachelor of Theology,Inactive,23/11/2018,23/11/2020,Expired,Not Applicable,No
CRS1201405,PRV12149,Master of Arts in Vocational Practice,Inactive,24/08/2011,1/03/2016,Expired,Not Applicable,No
CRS1201406,PRV12149,Bachelor of Arts (Counselling),Inactive,23/09/2011,6/01/2013,Expired,Not Applicable,No
CRS1201407,PRV12149,Bachelor of Arts (Youth Work),Inactive,23/09/2011,6/01/2013,Expired,Not Applicable,No
CRS1201408,PRV12149,Bachelor of Arts (Applied Linguistics),Inactive,23/09/2011,6/01/2013,Expired,Not Applicable,No
CRS1201409,PRV12149,Bachelor of Theology (Ministry),Inactive,23/09/2011,31/12/2013,Expired,Not Applicable,No
CRS1201410,PRV12149,Bachelor of Theology (Theological Studies),Inactive,23/09/2011,31/12/2013,Expired,Not Applicable,No
CRS1201411,PRV12149,Bachelor of Theology (Mission Studies),Inactive,23/09/2011,31/12/2013,Expired,Not Applicable,No
CRS1201412,PRV12149,Bachelor of Theology (Biblical Studies),Inactive,23/09/2011,31/12/2013,Expired,Not Applicable,No
CRS1201413,PRV12119,Master of Psychology (Clinical Psychology),Inactive,1/09/2009,31/08/2014,Expired,Not Applicable,No
CRS1201414,PRV12119,Master of Counselling and Psychotherapy,Inactive,9/09/2010,9/09/2016,Expired,Not Applicable,No
CRS1201415,PRV12119,Graduate Diploma of Counselling and Psychotherapy,Inactive,9/09/2010,9/09/2016,Expired,Not Applicable,No
CRS1201416,PRV12119,Graduate Certificate of Counselling and Psychotherapy,Inactive,9/09/2010,9/09/2016,Expired,Not Applicable,No
CRS1201417,PRV12119,Graduate Diploma of Psychology,Inactive,18/08/2011,9/09/2016,Expired,Not Applicable,No
CRS1201418,PRV12119,Graduate Diploma of Professional Psychology,Inactive,18/08/2011,9/09/2016,Expired,Not Applicable,No
CRS1201419,PRV12125,Graduate Diploma in Alcohol and Other Drug Studies,Inactive,8/05/2014,22/01/2020,Withdrawn,Not Applicable,No
CRS1201420,PRV12125,Graduate Certificate in Alcohol and Other Drug Studies,Inactive,8/05/2014,22/01/2020,Withdrawn,Not Applicable,No
CRS1201421,PRV12153,Bachelor of Tourism and Hospitality Management,Inactive,10/11/2016,30/06/2025,Expired,Not Applicable,No
CRS1201422,PRV12153,Bachelor of Culinary Management,Inactive,10/11/2016,30/06/2025,Expired,Not Applicable,No
CRS1201423,PRV12122,Graduate Certificate in Management,Inactive,25/11/2010,1/07/2015,Withdrawn,Not Applicable,No
CRS1201424,PRV12122,Graduate Certificate in Management (Technology Management),Inactive,25/11/2010,30/07/2013,Expired,Not Applicable,No
CRS1201425,PRV12122,Graduate Certificate in Strategic Leadership,Inactive,25/11/2010,1/07/2015,Withdrawn,Not Applicable,No
CRS1201426,PRV12122,Graduate Certificate in Business Strategy,Inactive,25/11/2010,1/07/2015,Withdrawn,Not Applicable,No
CRS1201427,PRV12122,Graduate Certificate in Applied Management,Inactive,25/11/2010,30/07/2013,Expired,Not Applicable,No
CRS1201428,PRV12122,Graduate Diploma of Management,Inactive,25/11/2010,1/07/2015,Withdrawn,Not Applicable,No
CRS1201429,PRV12122,Graduate Diploma of Management (Technology Management),Inactive,25/11/2010,30/07/2013,Expired,Not Applicable,No
CRS1201430,PRV12122,Master of Business Administration,Inactive,25/11/2010,1/07/2015,Withdrawn,Not Applicable,No
CRS1201431,PRV12122,Master of Business Administration (Technology Management),Inactive,25/11/2010,1/07/2015,Withdrawn,Not Applicable,No
CRS1201432,PRV12122,Graduate Certificate in Project Management,Inactive,25/11/2010,1/07/2015,Withdrawn,Not Applicable,No
CRS1201433,PRV12122,Master of Technology in Project Management,Inactive,25/11/2010,1/07/2015,Withdrawn,Not Applicable,No
CRS1201434,PRV12122,Graduate Certificate in Sustainability Management,Inactive,25/11/2010,30/07/2013,Expired,Not Applicable,No
CRS1201438,PRV12058,Bachelor of Health Science - Clinical Myotherapy,Inactive,17/03/2010,10/12/2013,Withdrawn,Not Applicable,No
CRS1201439,PRV12186,Diploma of Business,Active,12/02/2024,12/02/2031,Accredited,7 years - maximum allowable period,No
CRS1201440,PRV12186,Diploma of Information Technology,Active,12/02/2024,12/02/2031,Accredited,7 years - maximum allowable period,No
CRS1201441,PRV12130,Graduate Certificate in Religious Education,Inactive,21/04/2016,30/06/2017,Expired,Not Applicable,No
CRS1201442,PRV12130,Graduate Diploma in Religious Education,Inactive,21/04/2016,30/06/2017,Expired,Not Applicable,No
CRS1201443,PRV12130,Graduate Certificate in Bioethics,Inactive,21/04/2016,30/06/2017,Expired,Not Applicable,No
CRS1201444,PRV12130,Graduate Certificate in Theological Studies (Marriage and Family),Inactive,21/04/2016,30/06/2017,Expired,Not Applicable,No
CRS1201445,PRV12130,Graduate Diploma in Bioethics,Inactive,21/04/2016,30/06/2017,Expired,Not Applicable,No
CRS1201446,PRV12130,Graduate Diploma in Theological Studies (Marriage and Family),Inactive,21/04/2016,30/06/2017,Expired,Not Applicable,No
CRS1201447,PRV12130,Master of Bioethics,Inactive,21/04/2016,30/06/2017,Expired,Not Applicable,No
CRS1201448,PRV12130,Master of Sacred Theology (Marriage and Family),Inactive,21/04/2016,30/06/2017,Expired,Not Applicable,No
CRS1201449,PRV12130,Master of Theological Studies (Marriage and Family),Inactive,21/04/2016,30/06/2017,Expired,Not Applicable,No
CRS1201450,PRV12130,Doctor of Philosophy,Inactive,21/06/2016,30/06/2019,Withdrawn,Not Applicable,No
CRS1201451,PRV12187,Bachelor of Music Performance (formerly Bachelor of Arts (Music)),Active,12/04/2023,12/04/2030,Accredited,7 years - maximum allowable period,No
CRS1201452,PRV12187,Bachelor of Applied Business (Entertainment Management),Active,12/04/2023,12/04/2030,Accredited,7 years - maximum allowable period,No
CRS1201453,PRV12187,Bachelor of Audio Production (formerly Bachelor of Arts (Audio Production)),Active,12/04/2023,12/04/2030,Accredited,7 years - maximum allowable period,No
CRS1201454,PRV12188,Bachelor of Investment Banking,Inactive,8/12/2011,1/12/2016,Expired,Not Applicable,No
CRS1201455,PRV12188,Associate Degree of Finance,Inactive,8/12/2011,1/12/2016,Expired,Not Applicable,No
CRS1201456,PRV12188,Diploma of Commerce,Inactive,8/12/2011,1/12/2016,Expired,Not Applicable,No
CRS1201457,PRV12189,Diploma of Business,Inactive,9/12/2011,8/09/2015,Withdrawn,Not Applicable,No
CRS1201458,PRV12030,Advanced Diploma of Management,Inactive,,30/11/2013,Expired,Not Applicable,No
CRS1201459,PRV12166,Advanced Diploma of Commerce (formerly Advanced Diploma of Business),Inactive,10/06/2014,10/06/2024,Expired,Not Applicable,No
CRS1201460,PRV12165,Advanced Diploma of Ministry (formerly Advanced Diploma of Christian Ministry),Inactive,14/11/2013,14/11/2023,Expired,Not Applicable,No
CRS1201461,PRV12166,Advanced Diploma of Science (Computing/IT) (formerly Advanced Diploma of Computing and Information Technology),Inactive,10/06/2014,10/06/2024,Expired,Not Applicable,No
CRS1201462,PRV12167,Associate Degree in Aviation (Aeronautics),Inactive,15/08/2013,11/04/2016,Withdrawn,Not Applicable,No
CRS1201463,PRV12167,Associate Degree in Aviation (Operations Management),Inactive,15/08/2013,11/04/2016,Withdrawn,Not Applicable,No
CRS1201464,PRV12167,Associate Degree in Aviation (Maintenance Engineering),Inactive,,1/06/2013,Expired,Not Applicable,No
CRS1201465,PRV12167,Associate Degree of Business,Inactive,29/01/2012,11/04/2016,Withdrawn,Not Applicable,No
CRS1201467,PRV12167,Associate Degree in Hospitality Management,Inactive,29/01/2012,11/04/2016,Withdrawn,Not Applicable,No
CRS1201468,PRV12167,Associate Degree of Network Technology,Inactive,29/01/2012,11/04/2016,Withdrawn,Not Applicable,No
CRS1201469,PRV12156,Associate Degree of Business,Inactive,13/07/2016,7/07/2017,Cancelled,Not Applicable,No
CRS1201470,PRV12156,Associate Degree of Business in Hotel Management,Inactive,13/07/2016,7/07/2017,Cancelled,Not Applicable,No
CRS1201471,PRV12161,Bachelor of Arts (Biblical Studies),Inactive,30/01/2014,28/02/2015,Expired,Not Applicable,No
CRS1201472,PRV12161,Bachelor of Arts (Ministry),Inactive,30/01/2014,28/02/2015,Expired,Not Applicable,No
CRS1201473,PRV12156,Bachelor of Business,Inactive,13/07/2016,7/07/2017,Cancelled,Not Applicable,No
CRS1201474,PRV12156,Bachelor of Business in Hotel Management,Inactive,13/07/2016,7/07/2017,Cancelled,Not Applicable,No
CRS1201475,PRV12042,Bachelor of Film (Production),Active,30/11/2020,30/11/2027,Accredited,7 years - maximum allowable period,No
CRS1201476,PRV12164,Bachelor of Health Science (Homoeopathy) (formerly Bachelor of Health Science (Homeopathy)),Inactive,29/01/2012,24/02/2017,Expired,Not Applicable,No
CRS1201477,PRV12164,Bachelor of Health Science (Mind Body Medicine),Inactive,29/01/2012,31/07/2017,Expired,Not Applicable,No
CRS1201478,PRV12164,Bachelor of Health Science (Naturopathy),Inactive,21/09/2016,14/11/2018,Cancelled,Not Applicable,No
CRS1201479,PRV12164,Bachelor of Health Science (Nutritional Medicine),Inactive,21/09/2016,14/11/2018,Cancelled,Not Applicable,No
CRS1201480,PRV12164,Bachelor of Health Science (Western Herbal Medicine),Inactive,21/09/2016,14/11/2018,Cancelled,Not Applicable,No
CRS1201481,PRV12165,Bachelor of Ministry,Active,27/06/2023,27/06/2030,Accredited,7 years - maximum allowable period,No
CRS1201482,PRV12168,Bachelor of Ministry,Inactive,29/01/2012,31/12/2015,Expired,Not Applicable,No
CRS1201483,PRV12168,Bachelor of Social Science (Counselling),Inactive,29/01/2012,31/12/2015,Expired,Not Applicable,No
CRS1201484,PRV12168,Bachelor of Theology,Inactive,29/01/2012,31/12/2015,Expired,Not Applicable,No
CRS1201486,PRV12157,Diploma of Arts and Creative Industries,Inactive,9/04/2014,27/04/2017,Withdrawn,Not Applicable,No
CRS1201487,PRV12157,Diploma of Built Environment,Inactive,9/04/2014,27/04/2017,Withdrawn,Not Applicable,No
CRS1201488,PRV12156,Diploma of Business,Inactive,13/07/2016,7/07/2017,Cancelled,Not Applicable,No
CRS1201489,PRV12166,Diploma of Business,Inactive,10/06/2014,10/06/2021,Expired,Not Applicable,No
CRS1201490,PRV12156,Diploma of Business in Hotel Management,Inactive,13/07/2016,7/07/2017,Cancelled,Not Applicable,No
CRS1201491,PRV12030,Diploma of Business (formerly Diploma of Commerce),Inactive,4/12/2013,10/07/2021,Expired,Not Applicable,No
CRS1201492,PRV12044,Diploma of Commerce,Inactive,27/06/2016,24/01/2025,Provider Registration not renewed,Not Applicable,No
CRS1201494,PRV12166,Diploma of Communications and Creative Industries (formerly Diploma of Communications),Inactive,10/06/2014,10/06/2021,Expired,Not Applicable,No
CRS1201495,PRV12166,Diploma of Science (Computing/IT) (formerly Diploma of Computing and Information Technology),Inactive,10/06/2014,10/06/2021,Expired,Not Applicable,No
CRS1201497,PRV12162,Diploma of Education (Montessori) (previously Diploma of Early Childhood and Primary Education (Montessori)),Active,4/12/2018,4/12/2025,Accredited,7 years - maximum allowable period,No
CRS1201498,PRV12157,Diploma of Engineering,Inactive,9/04/2014,27/04/2017,Withdrawn,Not Applicable,No
CRS1201499,PRV12157,Diploma of Health Science,Inactive,9/04/2014,27/04/2017,Withdrawn,Not Applicable,No
CRS1201500,PRV12166,Diploma of Hotel Management,Inactive,10/06/2014,10/06/2021,Expired,Not Applicable,No
CRS1201502,PRV12030,Diploma of Information and Communication Technology (formerly Diploma of Information Technology),Inactive,4/12/2013,10/07/2021,Expired,Not Applicable,No
CRS1201503,PRV12157,Diploma of Information Technology,Inactive,9/04/2014,27/04/2017,Withdrawn,Not Applicable,No
CRS1201504,PRV12030,Diploma of Communication and Media Studies (formerly Diploma of Mass Communication and Media),Inactive,4/12/2013,4/12/2020,Expired,Not Applicable,No
